date and time,portfolio value,ticker,number of shares (no fractional shares),current market value of all shares held,current day profit/loss in dollars
datetime,portfolio_value,ticker,quantity,market_value,current_day_loss_profit
09/02/2020 12:01,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:02,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:03,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:04,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:05,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:06,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:07,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:08,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:09,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:10,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:11,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:12,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:14,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:15,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:16,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:17,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:18,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:19,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:20,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:21,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:22,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:23,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:24,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:25,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:26,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:27,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:28,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:29,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:30,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:31,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:32,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:33,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:34,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:35,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:36,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:37,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:39,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:40,16800.69,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.3]","[0.0, 0.0, 0.0]"
09/02/2020 12:41,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:42,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:43,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:44,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:45,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:46,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:47,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:48,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:49,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:50,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:51,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:52,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:53,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:54,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:55,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:56,16800.79,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.4]","[0.0, 0.0, 0.1]"
09/02/2020 12:57,16800.89,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.03, 97.24, 91.5]","[0.0, 0.0, 0.2]"
09/02/2020 12:58,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 12:59,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:00,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:01,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:03,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:04,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:05,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:06,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:07,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:08,16801.26,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.7]","[0.17, 0.0, 0.4]"
09/02/2020 13:09,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:10,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:11,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:12,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:13,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:14,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:15,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:16,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:17,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:18,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:19,16801.06,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.5]","[0.17, 0.0, 0.2]"
09/02/2020 13:20,16800.96,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.4]","[0.17, 0.0, 0.1]"
09/02/2020 13:21,16800.96,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.4]","[0.17, 0.0, 0.1]"
09/02/2020 13:22,16800.96,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.4]","[0.17, 0.0, 0.1]"
09/02/2020 13:23,16800.96,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.4]","[0.17, 0.0, 0.1]"
09/02/2020 13:24,16800.96,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.4]","[0.17, 0.0, 0.1]"
09/02/2020 13:25,16800.86,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.3]","[0.17, 0.0, 0.0]"
09/02/2020 13:27,16800.86,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.2, 97.24, 91.3]","[0.17, 0.0, 0.0]"
09/02/2020 13:28,16801.03,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.37, 97.24, 91.3]","[0.34, 0.0, 0.0]"
09/02/2020 13:29,16801.03,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.37, 97.24, 91.3]","[0.34, 0.0, 0.0]"
09/02/2020 13:30,16801.61,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.88, 97.41, 91.2]","[0.85, 0.1664, -0.1]"
09/02/2020 13:31,16799.84,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.86, 96.46, 91.4]","[-0.17, -0.78, 0.1]"
09/02/2020 13:32,16800.33,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.01, 96.9, 92.3]","[-1.0217, -0.3445, 1.0]"
09/02/2020 13:33,16800.74,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.28, 97.24, 92.1]","[-0.748, 0.0, 0.8]"
09/02/2020 13:34,16801.12,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[95.11, 97.11, 91.78]","[0.0765, -0.13, 0.48]"
09/02/2020 13:35,16800.05,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.67, 97.31, 91.95]","[-1.36, 0.065, 0.65]"
09/02/2020 13:36,16799.03,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.48, 97.63, 91.8]","[-2.55, 0.39, 0.5]"
09/02/2020 13:37,16798.64,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.65, 97.37, 91.5]","[-2.38, 0.13, 0.2]"
09/02/2020 13:38,16798.22,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.82, 97.18, 91.1]","[-2.21, -0.065, -0.2]"
09/02/2020 13:39,16798.43,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.8, 97.31, 91.2]","[-2.2304, 0.065, -0.1]"
09/02/2020 13:40,16797.51,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[91.97, 97.32, 91.1]","[-3.06, 0.0832, -0.2]"
09/02/2020 13:41,16796.33,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[91.63, 96.98, 90.6]","[-3.4, -0.26, -0.7]"
09/02/2020 13:42,16795.9,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[91.63, 96.85, 90.3]","[-3.3983, -0.39, -1.0]"
09/02/2020 13:43,16796.7,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[91.97, 97.01, 90.6]","[-3.06, -0.2288, -0.7]"
09/02/2020 13:44,16797.25,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.48, 97.05, 90.6]","[-2.55, -0.195, -0.7]"
09/02/2020 13:45,16797.74,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.48, 97.24, 90.9]","[-2.55, 0.0, -0.4]"
09/02/2020 13:46,16797.57,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.65, 97.05, 90.75]","[-2.38, -0.195, -0.55]"
09/02/2020 13:47,16797.22,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.65, 96.85, 90.6]","[-2.38, -0.39, -0.7]"
09/02/2020 13:48,16798.49,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.26, 97.11, 91.0]","[-1.768, -0.13, -0.3]"
09/02/2020 13:49,16797.99,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[92.99, 96.98, 90.9]","[-2.04, -0.26, -0.4]"
09/02/2020 13:51,16797.97,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.2, 96.85, 90.8]","[-1.8275, -0.39, -0.5]"
09/02/2020 13:52,16799.49,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.63, 97.24, 91.5]","[-1.3974, 0.0, 0.2]"
09/02/2020 13:53,16799.11,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.48, 97.11, 91.4]","[-1.5504, -0.13, 0.1]"
09/02/2020 13:54,16799.26,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.26, 97.18, 91.7]","[-1.768, -0.065, 0.4]"
09/02/2020 13:55,16799.38,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.55, 97.11, 91.6]","[-1.4807, -0.13, 0.3]"
09/02/2020 13:56,16799.65,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.55, 97.11, 91.87]","[-1.4807, -0.13, 0.57]"
09/02/2020 13:57,16800.08,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.67, 97.24, 92.05]","[-1.36, 0.0, 0.75]"
09/02/2020 13:58,16801.1,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.14, 97.63, 92.21]","[-0.8908, 0.39, 0.91]"
09/02/2020 13:59,16801.33,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.76, 92.1]","[-0.68, 0.52, 0.8]"
09/02/2020 14:00,16801.62,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 98.15, 92.0]","[-0.68, 0.91, 0.7]"
09/02/2020 14:01,16800.45,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.03, 97.7, 91.6]","[-1.003, 0.455, 0.3]"
09/02/2020 14:02,16800.31,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.03, 97.76, 91.4]","[-1.003, 0.52, 0.1]"
09/02/2020 14:03,16799.54,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.72, 97.5, 91.2]","[-1.3141, 0.26, -0.1]"
09/02/2020 14:04,16800.14,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.18, 97.54, 91.3]","[-0.85, 0.299, 0.0]"
09/02/2020 14:05,16800.08,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.01, 97.7, 91.25]","[-1.02, 0.455, -0.05]"
09/02/2020 14:06,16800.19,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.01, 97.76, 91.3]","[-1.02, 0.52, 0.0]"
09/02/2020 14:07,16799.76,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.58, 97.76, 91.3]","[-1.4535, 0.52, 0.0]"
09/02/2020 14:08,16799.77,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.67, 97.63, 91.35]","[-1.36, 0.39, 0.05]"
09/02/2020 14:09,16799.12,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.5, 97.5, 91.0]","[-1.53, 0.26, -0.3]"
09/02/2020 14:10,16799.55,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.5, 97.63, 91.3]","[-1.53, 0.39, 0.0]"
09/02/2020 14:11,16799.45,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.5, 97.63, 91.2]","[-1.53, 0.39, -0.1]"
09/02/2020 14:12,16799.43,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.67, 97.5, 91.14]","[-1.36, 0.26, -0.159000009766]"
09/02/2020 14:13,16800.32,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.1, 97.7, 91.4]","[-0.9282, 0.455, 0.1]"
09/02/2020 14:15,16800.36,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.91, 97.73, 91.6]","[-1.122, 0.4888, 0.3]"
09/02/2020 14:16,16800.76,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.18, 97.76, 91.7]","[-0.85, 0.5213, 0.4]"
09/02/2020 14:17,16800.8,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.18, 97.7, 91.8]","[-0.8517, 0.455, 0.5]"
09/02/2020 14:18,16800.38,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[93.91, 97.65, 91.7]","[-1.1237, 0.4095, 0.4]"
09/02/2020 14:19,16800.53,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.18, 97.63, 91.6]","[-0.85, 0.39, 0.3]"
09/02/2020 14:20,16800.82,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.3, 97.7, 91.7]","[-0.7276, 0.455, 0.4]"
09/02/2020 14:21,16800.57,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.02, 97.63, 91.8]","[-1.0115, 0.39, 0.501]"
09/02/2020 14:22,16801.03,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.76, 91.8]","[-0.68, 0.52, 0.5]"
09/02/2020 14:23,16800.93,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.76, 91.7]","[-0.68, 0.52, 0.4]"
09/02/2020 14:24,16800.54,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.57, 91.5]","[-0.68, 0.325, 0.2]"
09/02/2020 14:25,16800.44,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.57, 91.4]","[-0.68, 0.325, 0.1]"
09/02/2020 14:26,16800.67,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.7, 91.5]","[-0.68, 0.455, 0.2]"
09/02/2020 14:27,16800.42,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.28, 97.57, 91.45]","[-0.748, 0.325, 0.15]"
09/02/2020 14:28,16800.34,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.37, 91.5]","[-0.68, 0.13, 0.2]"
09/02/2020 14:29,16800.64,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.57, 91.6]","[-0.68, 0.325, 0.3]"
09/02/2020 14:30,16800.64,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.01, 97.76, 91.75]","[-1.02, 0.52, 0.45]"
09/02/2020 14:31,16801.03,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.18, 97.83, 91.9]","[-0.85, 0.585, 0.6]"
09/02/2020 14:32,16801.08,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.76, 91.85]","[-0.68, 0.52, 0.55]"
09/02/2020 14:33,16800.87,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.7, 91.7]","[-0.68, 0.455, 0.4]"
09/02/2020 14:34,16801.03,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.76, 91.8]","[-0.68, 0.52, 0.5]"
09/02/2020 14:35,16801.3,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.52, 97.76, 91.9]","[-0.51, 0.52, 0.6]"
09/02/2020 14:36,16800.99,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.52, 97.7, 91.65]","[-0.51, 0.455, 0.35]"
09/02/2020 14:38,16800.92,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.37, 97.83, 91.6]","[-0.6579, 0.585, 0.3]"
09/02/2020 14:39,16801.08,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.37, 97.89, 91.7]","[-0.6579, 0.65, 0.4]"
09/02/2020 14:40,16801.4,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.52, 97.96, 91.8]","[-0.51, 0.715, 0.5]"
09/02/2020 14:41,16801.47,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.96, 91.7]","[-0.34, 0.715, 0.4]"
09/02/2020 14:42,16801.3,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.89, 91.6]","[-0.34, 0.65, 0.3]"
09/02/2020 14:43,16801.24,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.66, 97.96, 91.5]","[-0.3655, 0.715, 0.2]"
09/02/2020 14:44,16801.22,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.61, 97.89, 91.6]","[-0.425, 0.65, 0.3]"
09/02/2020 14:45,16801.08,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.67, 97.89, 91.4]","[-0.3604, 0.65, 0.1]"
09/02/2020 14:46,16800.77,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.52, 97.83, 91.3]","[-0.51, 0.585, 0.0]"
09/02/2020 14:47,16800.47,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.52, 97.63, 91.2]","[-0.51, 0.39, -0.1]"
09/02/2020 14:48,16800.25,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.63, 91.15]","[-0.68, 0.39, -0.15]"
09/02/2020 14:49,16800.02,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.18, 97.57, 91.15]","[-0.85, 0.325, -0.15]"
09/02/2020 14:50,16800.19,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.35, 97.57, 91.15]","[-0.68, 0.325, -0.15]"
09/02/2020 14:51,16800.59,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.63, 91.15]","[-0.34, 0.39, -0.15]"
09/02/2020 14:52,16800.74,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.63, 91.3]","[-0.34, 0.39, 0.0]"
09/02/2020 14:53,16801.39,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.98, 97.89, 91.4]","[-0.0476, 0.65, 0.1]"
09/02/2020 14:54,16801.1,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.89, 91.4]","[-0.34, 0.65, 0.1]"
09/02/2020 14:55,16801.14,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.83, 91.5]","[-0.34, 0.585, 0.2]"
09/02/2020 14:56,16801.04,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.83, 91.4]","[-0.34, 0.585, 0.1]"
09/02/2020 14:57,16800.81,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.7, 91.3]","[-0.34, 0.455, 0.0]"
09/02/2020 14:58,16800.61,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.69, 97.7, 91.1]","[-0.34, 0.455, -0.2]"
09/02/2020 14:59,16800.63,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.86, 97.55, 91.1]","[-0.17, 0.312, -0.2]"
09/02/2020 15:00,16800.63,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.86, 97.5, 91.15]","[-0.17, 0.26, -0.15]"
09/02/2020 15:02,16801.14,"['NNA', 'FNB', 'NAVI']","[17, 13, 10]","[94.86, 97.76, 91.4]","[-0.1717, 0.52, 0.1]"
